MJD           m       dm    uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
58567.322862  13.320  0.003 17064   56 o  0  49.36 123.84708 -38.98981  6152.95  7214.44 2.85 2.84 -25.0 -0.451 18.79 20.41 01a58567o0233o
58567.330693  13.318  0.008 17096  135 o  0   3.88 123.84708 -38.98981  6091.89  7136.81 2.83 2.76 -13.9 -0.450 17.57 19.16 01a58567o0250o
58567.338093  13.333  0.008 16858  131 o  0   3.96 123.84708 -38.98981  6078.73  7252.44 2.83 2.79 -70.4 -0.453 17.52 19.09 01a58567o0266o
58569.315824  13.262  0.002 17998   44 o  0 369.44 123.84708 -38.98981  5362.94  7244.05 2.45 2.20 -61.6 -0.427 19.12 20.54 02a58569o0218o
58569.322745  13.277  0.003 17747   45 o  0 402.08 123.84708 -38.98981  5349.24  7205.31 2.39 2.23 -73.4 -0.432 19.13 20.51 02a58569o0233o
58569.330162  13.265  0.003 17943   45 o  0 571.28 123.84708 -38.98981  5410.04  7282.80 2.40 2.05 -58.8 -0.438 19.16 20.48 02a58569o0249o
58571.312400  13.305  0.003 17299   48 o  0  12.69 123.84708 -38.98981  9760.69  9183.20 3.96 3.63 -80.1 -0.412 18.84 20.66 01a58571o0134o
58571.317957  13.292  0.003 17509   46 o  0 135.99 123.84708 -38.98981   511.76  9305.69 2.98 2.79 -82.4 -0.484 19.03 20.76 01a58571o0146o
58571.320287  13.300  0.003 17377   46 o  0  90.37 123.84708 -38.98981  9714.88  9103.03 2.92 2.78  77.3 -0.468 19.07 20.71 01a58571o0151o
58571.325370  13.281  0.003 17692   46 o  0 108.73 123.84708 -38.98981   528.67  9343.70 3.00 2.83 -83.9 -0.475 19.09 20.85 01a58571o0162o
58571.327690  13.287  0.003 17581   45 o  0 176.06 123.84708 -38.98981  9687.37  9219.66 2.85 2.68  81.3 -0.489 19.13 20.75 01a58571o0167o
58571.333714  13.274  0.003 17792   47 o  0 101.12 123.84708 -38.98981   482.26  9265.59 2.96 2.79 -75.4 -0.473 19.10 20.82 01a58571o0180o
58571.341107  13.271  0.003 17853   47 o  0 124.64 123.84708 -38.98981   452.73  9383.77 3.18 2.96 -76.0 -0.479 19.03 20.77 01a58571o0196o
58573.300903  13.504  0.003 14395   46 c  0 354.09 123.84708 -38.98981   972.37  9113.70 2.50 2.43  48.5 -0.430 19.13 21.01 02a58573o0175c
58575.307602  13.299  0.003 17386   47 o  0  50.90 123.84708 -38.98981  4300.47  9150.17 3.11 2.99 -77.5 -0.442 18.83 20.21 01a58575o0195o
58575.315459  13.312  0.003 17194   48 o  0  51.48 123.84708 -38.98981  4331.69  9188.05 3.08 3.02 -40.4 -0.441 18.81 20.12 01a58575o0212o
58575.322857  13.300  0.003 17385   49 o  0  28.62 123.84708 -38.98981  4270.03  9110.89 3.21 3.15 -27.4 -0.435 18.78 20.14 01a58575o0228o
58575.330702  13.286  0.003 17609   48 o  0  52.87 123.84708 -38.98981  4256.96  9227.19 3.22 3.10 -67.8 -0.434 18.75 20.08 01a58575o0245o
58577.302470  13.539  0.003 13943   40 c  0 187.77 123.84708 -38.98981  1000.22  3284.19 2.70 2.54 -63.6 -0.408 19.25 20.89 02a58577o0176c
58577.310436  13.532  0.003 14029   42 c  0 161.23 123.84708 -38.98981   970.58  3243.93 2.65 2.52 -70.8 -0.418 19.23 20.85 02a58577o0193c
58577.315944  13.551  0.003 13790   40 c  0  65.39 123.84708 -38.98981 10209.69  3297.34 2.67 2.59 -72.1 -0.387 19.25 20.90 02a58577o0205c
58577.318769  13.529  0.003 14072   41 c  0 151.35 123.84708 -38.98981  1032.41  3324.10 2.68 2.48 -71.6 -0.410 19.24 20.85 02a58577o0211c
58577.323815  13.554  0.003 13751   40 c  0  43.15 123.84708 -38.98981 10180.38  3260.22 2.87 2.70 -64.0 -0.382 19.21 20.91 02a58577o0222c
58577.326616  13.544  0.003 13878   41 c  0 209.99 123.84708 -38.98981  1048.39  3208.76 2.71 2.56 -70.7 -0.419 19.18 20.84 02a58577o0228c
58577.332154  13.558  0.003 13706   40 c  0  47.08 123.84708 -38.98981 10241.56  3336.69 2.82 2.69 -57.0 -0.389 19.17 20.91 02a58577o0240c
58577.340521  13.548  0.003 13826   41 c  0  40.69 123.84708 -38.98981 10273.99  3220.19 3.06 2.53 -53.2 -0.406 19.17 20.91 02a58577o0258c
58579.294724  13.281  0.003 17681   46 o  0  29.23 123.84708 -38.98981  6436.13  5233.87 3.63 3.24  -3.0 -0.386 18.83 20.39 01a58579o0129o
58579.302615  13.296  0.003 17442   45 o  0  51.58 123.84708 -38.98981  6465.19  5272.05 3.61 3.18  -7.8 -0.383 18.88 20.45 01a58579o0146o
58579.310034  13.303  0.003 17328   46 o  0  50.51 123.84708 -38.98981  6402.97  5195.71 3.27 2.94  -4.7 -0.408 18.98 20.41 01a58579o0162o
58579.317891  13.291  0.003 17522   46 o  0  55.15 123.84708 -38.98981  6389.06  5311.69 3.14 2.89  -7.3 -0.420 18.97 20.35 01a58579o0179o
58581.305358  13.564  0.003 13629   39 c  0 191.63 123.84708 -38.98981  4433.62  1426.44 2.52 2.36  85.8 -0.395 19.36 21.00 02a58581o0177c
58581.313723  13.551  0.003 13786   40 c  0 126.88 123.84708 -38.98981  4419.75  1387.56 2.61 2.40  81.0 -0.393 19.33 21.02 02a58581o0195c
58581.321699  13.568  0.003 13580   39 c  0 144.06 123.84708 -38.98981  4480.84  1466.93 2.60 2.40 -89.6 -0.392 19.34 21.04 02a58581o0212c
58581.330967  13.551  0.003 13793   40 c  0 132.00 123.84708 -38.98981  4497.03  1349.98 2.65 2.42  86.5 -0.391 19.30 21.03 02a58581o0231c
58583.309562  13.283  0.003 17652   48 o  0  65.69 123.84708 -38.98981  5751.73  1327.53 3.38 2.94 -13.0 -0.428 18.86 20.03 01a58583o0118o
58583.318416  13.281  0.003 17691   51 o  0  35.64 123.84708 -38.98981  5738.75  1444.88 3.34 2.98 -11.1 -0.429 18.74 19.97 01a58583o0137o
58597.256578  13.262  0.003 18000   50 o  0 321.22 123.84708 -38.98981  2554.24  3333.03 2.33 2.28  73.2 -0.438 18.99 20.24 02a58597o0073o
58597.263243  13.249  0.003 18221   49 o  0 242.96 123.84708 -38.98981  2539.86  3293.52 2.46 2.21  50.2 -0.434 19.02 20.23 02a58597o0087o
58599.268105  13.257  0.003 18078   48 o  0  78.86 123.84708 -38.98981  3791.23  1401.91 3.98 3.35 -17.4 -0.390 18.85 20.22 01a58599o0097o
58599.276480  13.264  0.003 17958   50 o  0  83.04 123.84708 -38.98981  3807.74  1440.41 4.09 3.39 -13.4 -0.382 18.74 20.16 01a58599o0115o
58599.284448  13.278  0.003 17734   50 o  0  49.34 123.84708 -38.98981  3747.25  1363.55 3.77 3.23 -17.6 -0.399 18.82 20.26 01a58599o0132o
58605.253139  13.521  0.003 14178   44 c  0  75.07 123.84708 -38.98981  8983.89  7213.58 3.51 2.63  43.9 -0.364 19.04 20.79 02a58605o0034c
58605.263672  13.536  0.003 13979   47 c  0  40.46 123.84708 -38.98981  8967.05  7175.56 3.32 2.68  45.5 -0.372 19.02 20.77 02a58605o0056c
58605.274292  13.527  0.003 14106   46 c  0  85.36 123.84708 -38.98981  9028.39  7252.76 3.13 2.49  46.0 -0.381 19.08 20.72 02a58605o0078c
58607.240608  13.305  0.057 17292  992 o  0   0.94 123.84708 -38.98981  2909.23  5308.70 4.97 4.11  -4.6 -0.405 15.13 16.76 01a58607o0035o
58607.247205  -1.797  0.886 18999210647 16827872287 o  0   0.94 123.84708 -38.98981  2926.43  5345.68 4.78 3.36  -0.8 -0.362 -3.49 -1.81 01a58607o0049o
58607.255236  13.303  0.011 17324  188 o  0   1.37 123.84708 -38.98981  2865.39  5268.71 4.58 3.43  -0.1 -0.391 16.83 18.49 01a58607o0066o
58607.263638  -2.898  0.361 52379938819 18914977907 o  0   1.10 123.84708 -38.98981  2853.85  5383.97 5.64 5.21  -3.1 -0.337 -3.74 -1.50 01a58607o0084o
58622.237288  13.441  0.049 15268  750 H  0   1.39 123.84708 -38.98981  8073.92  3270.21 3.17 2.44  43.8 -0.379 15.01 16.57 02a58622o0012H
58765.627964  13.532  0.003 14034   40 c  0 179.61 123.84708 -38.98981  7210.10  1385.46 2.40 2.34 -77.6 -0.401 19.32 20.84 02a58765o0900c
58765.631752  13.537  0.003 13968   40 c  0  54.65 123.84708 -38.98981  7228.89  1424.89 2.43 2.35 -58.8 -0.403 19.29 20.79 02a58765o0908c
58765.637282  13.532  0.003 14038   41 c  0 114.66 123.84708 -38.98981  7168.41  1345.79 2.45 2.31  42.1 -0.391 19.10 20.45 02a58765o0920c
58765.640956  13.579  0.003 13436   43 c  0  74.82 123.84708 -38.98981  7147.90  1461.97 2.38 2.33 -57.1 -0.399 18.75 19.82 02a58765o0928c
58765.649313  13.549  0.009 13821  124 c  0   2.66 123.84708 -38.98981  7185.83  1401.97 2.40 2.30  55.7 -0.458 16.75 17.61 02a58765o0946c
58771.612155  13.308  0.004 17246   62 o  0   9.93 123.84708 -38.98981   301.45  3091.61 3.28 2.89  36.2 -0.360 18.11 18.71 01a58771o0882o
58771.615890  13.298  0.003 17412   57 o  0  33.12 123.84708 -38.98981   281.63  3052.99 3.07 2.68  24.5 -0.318 18.20 18.71 01a58771o0890o
58771.621055  13.337  0.003 16792   54 o  0  25.34 123.84708 -38.98981   340.35  3134.58 3.45 2.67  16.2 -0.294 18.18 18.73 01a58771o0901o
58771.632207  13.319  0.004 17081   63 o  0  16.44 123.84708 -38.98981   358.41  3021.08 3.24 2.71  20.9 -0.360 18.17 18.68 01a58771o0925o
58771.640097  13.332  0.004 16870   70 o  0   8.20 123.84708 -38.98981 10010.75  3112.08 3.20 2.76 -12.3 -0.317 17.85 18.18 01a58771o0942o
58771.643321  13.323  0.005 17007   82 o  0   5.96 123.84708 -38.98981  9993.84  3075.86 2.89 2.60 -14.8 -0.308 17.48 17.49 01a58771o0949o
58771.645167  13.374  0.007 16229  111 o  0   4.94 123.84708 -38.98981   319.99  3080.83 2.91 2.45  17.3 -0.350 17.09 17.06 01a58771o0953o
58777.590855  13.275  0.003 17779   49 o  0 259.39 123.84708 -38.98981  6907.65  5450.73 2.40 1.89  35.5 -0.444 18.96 19.65 02a58777o0788o
58777.594125  13.282  0.003 17663   48 o  0 306.61 123.84708 -38.98981  6926.84  5489.12 2.11 2.02  42.9 -0.441 18.92 19.67 02a58777o0795o
58777.604142  13.288  0.003 17568   47 o  0 471.35 123.84708 -38.98981  6865.93  5412.49 2.23 1.95  38.4 -0.437 19.02 19.75 02a58777o0816o
58777.609688  13.270  0.003 17864   47 o  0 557.04 123.84708 -38.98981  6848.08  5526.23 2.09 1.97  43.2 -0.451 19.00 19.76 02a58777o0828o
58777.649721  13.235  0.006 18446  119 o  0   6.16 123.84708 -38.98981  6879.07  5467.33 2.43 1.93  35.4 -0.501 17.26 17.24 02a58777o0909o
58779.596419  13.322  0.017 17036  296 o  0   1.30 123.84708 -38.98981  7034.49   754.77 2.98 2.73 -86.5 -0.381 16.62 17.43 01a58779o0876o
58779.599727  13.350  0.006 16602  100 o  0  18.55 123.84708 -38.98981  7016.48   715.84 2.61 2.37 -83.0 -0.369 17.22 18.00 01a58779o0883o
58779.606635  13.330  0.005 16904   82 o  0   8.31 123.84708 -38.98981  7070.58   793.33 2.64 2.41 -79.8 -0.376 18.51 19.70 01a58779o0897o
58779.617011  13.320  0.003 17060   46 o  0 185.88 123.84708 -38.98981  7090.06   676.04 2.66 2.44 -78.8 -0.377 18.94 19.97 01a58779o0919o
58779.646138  13.322  0.004 17022   61 o  0  40.50 123.84708 -38.98981  7051.85   738.24 2.19 2.07 -69.8 -0.391 18.19 18.13 01a58779o0981o
58781.617866  13.239  0.003 18376   47 o  0 289.55 123.84708 -38.98981  3216.50  1566.28 2.47 1.98  39.0 -0.440 19.12 20.22 02a58781o0755o
58781.621070  13.258  0.003 18068   46 o  0 348.99 123.84708 -38.98981  3235.93  1605.23 2.39 2.02  38.5 -0.444 19.18 20.21 02a58781o0762o
58781.626590  13.240  0.002 18372   46 o  0 361.28 123.84708 -38.98981  3174.60  1525.51 2.24 2.05  43.1 -0.445 19.17 20.23 02a58781o0774o
58781.638049  13.267  0.003 17909   48 o  0 244.46 123.84708 -38.98981  3150.53  1642.46 2.12 1.84  38.4 -0.454 19.22 20.14 02a58781o0799o
58781.653859  13.254  0.004 18129   80 o  0  22.46 123.84708 -38.98981  3180.14  1585.04 2.12 1.80  38.3 -0.516 17.61 17.55 02a58781o0832o
58783.594711  13.291  0.003 17526   44 o  0 204.65 123.84708 -38.98981  7033.97   756.43 2.58 2.38 -86.3 -0.375 19.15 20.37 01a58783o0722o
58783.598366  13.291  0.002 17524   44 o  0 116.49 123.84708 -38.98981  7015.66   717.33 2.66 2.51  83.6 -0.376 19.14 20.41 01a58783o0729o
58783.603993  13.295  0.002 17464   43 o  0 208.95 123.84708 -38.98981  7071.43   795.21 2.45 2.33  89.7 -0.375 19.26 20.43 01a58783o0740o
58783.615258  13.296  0.002 17436   43 o  0 200.54 123.84708 -38.98981  7089.68   678.31 2.59 2.44  88.0 -0.381 19.20 20.45 01a58783o0763o
58783.652025  13.324  0.006 17002  101 o  0   5.78 123.84708 -38.98981  7048.66   739.33 2.52 2.25  85.2 -0.414 17.41 17.21 01a58783o0842o
58787.604661  13.320  0.002 17066   42 o  0 443.86 123.84708 -38.98981  9348.46  7399.92 2.35 2.13  81.4 -0.399 19.32 20.42 01a58787o0888o
58787.607933  13.321  0.003 17042   48 o  0 244.82 123.84708 -38.98981  9329.45  7361.91 2.48 2.18  80.8 -0.382 18.93 20.05 01a58787o0895o
58787.613107  13.306  0.003 17276   44 o  0 165.04 123.84708 -38.98981  9389.92  7439.08 2.75 2.10  88.6 -0.388 19.23 20.43 01a58787o0906o
58787.623803  13.309  0.003 17238   44 o  0 337.87 123.84708 -38.98981  9410.87  7321.34 2.57 2.00  88.7 -0.403 19.28 20.40 01a58787o0928o
58787.651421  13.332  0.003 16870   52 o  0  72.78 123.84708 -38.98981  9376.12  7380.31 2.48 2.26  79.4 -0.397 18.24 18.45 01a58787o0983o
58789.561251  13.548  0.003 13832   40 c  0 202.26 123.84708 -38.98981  2877.22  5163.65 2.69 2.34  35.4 -0.383 19.28 20.91 02a58789o0710c
58789.564491  13.572  0.003 13523   39 c  0 410.80 123.84708 -38.98981  2895.79  5201.76 2.69 2.35  35.5 -0.390 19.31 20.93 02a58789o0717c
58789.570498  13.564  0.003 13632   38 c  0 127.49 123.84708 -38.98981  2837.45  5124.09 2.77 2.47  36.2 -0.366 19.30 20.97 02a58789o0730c
58789.580606  13.553  0.003 13760   39 c  0 129.37 123.84708 -38.98981  2815.82  5239.61 2.48 2.43  17.9 -0.391 19.35 21.00 02a58789o0751c
58791.589677  13.294  0.003 17470   44 o  0 147.26 123.84708 -38.98981  9345.79  7397.89 2.70 2.26  86.7 -0.386 19.14 20.18 01a58791o0726o
58791.598021  13.284  0.002 17634   44 o  0  86.46 123.84708 -38.98981  9328.84  7360.17 2.84 2.40  84.9 -0.383 19.03 20.18 01a58791o0743o
58791.601766  13.310  0.003 17222   47 o  0  15.30 123.84708 -38.98981  9388.34  7436.91 3.88 3.58  68.1 -0.349 18.65 20.14 01a58791o0751o
58791.614775  13.302  0.003 17342   44 o  0  68.56 123.84708 -38.98981  9409.59  7320.49 3.33 2.48 -88.8 -0.359 18.96 20.14 01a58791o0779o
58795.585883  13.302  0.003 17349   44 o  0 146.52 123.84708 -38.98981  9454.07  9345.32 3.24 2.56 -85.7 -0.357 18.98 20.25 01a58795o0805o
58795.589987  13.307  0.003 17260   44 o  0  30.43 123.84708 -38.98981  9434.26  9305.61 3.34 2.43 -88.0 -0.334 18.95 20.26 01a58795o0813o
58795.595692  13.299  0.003 17391   46 o  0  13.93 123.84708 -38.98981  9496.52  9384.65 3.87 3.20 -83.8 -0.337 18.82 20.27 01a58795o0825o
58795.606353  13.343  0.003 16704   47 o  0   7.68 123.84708 -38.98981  9517.56  9266.10 4.54 3.96  80.1 -0.269 18.54 20.23 01a58795o0847o
58797.521661  13.312  0.004 17190   61 o  0  40.35 123.84708 -38.98981  9215.80  9589.76 2.63 2.27 -57.9 -0.426 18.40 18.91 02a58797o0716o
58797.524934  13.280  0.003 17701   57 o  0  44.12 123.84708 -38.98981  9235.07  9631.49 2.47 2.19 -60.7 -0.416 18.42 18.94 02a58797o0723o
58797.530094  13.294  0.003 17478   59 o  0  68.51 123.84708 -38.98981  9177.50  9551.05 2.46 2.13 -60.9 -0.420 18.50 18.99 02a58797o0734o
58797.540819  13.296  0.003 17434   57 o  0  55.47 123.84708 -38.98981  9157.41  9668.07 2.40 2.13 -64.2 -0.425 18.58 19.07 02a58797o0757o
58799.579149  13.306  0.003 17284   51 o  0  30.35 123.84708 -38.98981  9453.05  9347.00 3.08 2.29 -89.7 -0.361 18.23 18.72 01a58799o0820o
58799.582396  13.308  0.003 17257   52 o  0  25.00 123.84708 -38.98981  9432.89  9308.11 3.00 2.22 -89.9 -0.361 18.36 18.73 01a58799o0827o
58799.588456  13.310  0.003 17224   52 o  0  80.71 123.84708 -38.98981  9495.65  9385.19 2.94 2.04 -87.3 -0.367 18.38 18.75 01a58799o0839o
58799.598317  13.293  0.003 17491   53 o  0  20.92 123.84708 -38.98981  9517.15  9268.12 3.12 2.21  86.6 -0.362 18.29 18.77 01a58799o0859o
58801.510435  13.290  0.003 17538   59 o  0  51.33 123.84708 -38.98981  9213.36  9590.44 2.22 1.97  45.9 -0.466 18.35 18.79 02a58801o0707o
58801.513362  13.308  0.003 17255   57 o  0  83.52 123.84708 -38.98981  9231.67  9633.04 2.20 2.03  53.7 -0.454 18.38 18.82 02a58801o0713o
58801.519707  13.306  0.003 17284   56 o  0 166.73 123.84708 -38.98981  9178.11  9551.66 2.18 2.02  52.8 -0.458 18.43 18.86 02a58801o0726o
58801.530015  13.270  0.003 17858   57 o  0  72.08 123.84708 -38.98981  9157.19  9669.35 2.15 2.02  61.5 -0.455 18.53 18.97 02a58801o0747o
58803.559668  13.313  0.003 17178   44 o  0 130.63 123.84708 -38.98981  5778.65  5512.80 2.15 1.89 -86.1 -0.372 18.97 19.39 01a58803o0366o
58803.562896  13.332  0.003 16876   43 o  0 292.14 123.84708 -38.98981  5762.70  5476.41 2.27 1.90 -88.3 -0.375 18.92 19.40 01a58803o0373o
58803.576710  13.313  0.003 17167   43 o  0 286.92 123.84708 -38.98981  5818.66  5553.14 2.24 1.99  86.9 -0.382 18.88 19.42 01a58803o0402o
58803.587326  13.304  0.003 17322   45 o  0 178.31 123.84708 -38.98981  5838.42  5437.70 2.32 1.97  88.4 -0.378 18.88 19.46 01a58803o0424o
58807.536590  13.355  0.003 16525   42 o  0 866.48 123.84708 -38.98981  5780.36  5516.43 2.35 1.90  88.5 -0.379 19.14 20.06 01a58807o0401o
58807.540288  13.317  0.003 17107   44 o  0 243.32 123.84708 -38.98981  5760.89  5479.09 2.23 1.92 -89.4 -0.381 19.21 20.09 01a58807o0409o
58807.547631  13.291  0.002 17531   42 o  0 202.40 123.84708 -38.98981  5817.03  5554.61 2.52 2.16  89.6 -0.374 19.11 20.09 01a58807o0424o
58807.558715  13.315  0.002 17133   41 o  0 442.33 123.84708 -38.98981  5840.27  5440.66 2.30 1.93  88.8 -0.377 19.19 20.13 01a58807o0448o
58811.603032  13.289  0.002 17554   43 o  0 343.28 123.84708 -38.98981  1594.07  9486.51 2.69 2.20 -81.8 -0.405 19.41 20.70 01a58811o0593o
58811.606351  13.280  0.002 17694   43 o  0 140.01 123.84708 -38.98981  1613.22  9523.75 2.93 2.42 -86.3 -0.383 19.37 20.69 01a58811o0600o
58811.611980  13.315  0.002 17138   43 o  0 345.85 123.84708 -38.98981  1557.04  9447.21 2.78 2.25 -85.3 -0.395 19.40 20.70 01a58811o0612o
58811.630039  13.286  0.005 17611   90 o  0  25.51 123.84708 -38.98981  1535.25  9565.04 2.55 2.07 -81.5 -0.407 18.34 19.34 01a58811o0650o
58813.604178  13.528  0.003 14082   38 c  0 200.11 123.84708 -38.98981  5361.21  9096.79 2.83 2.44  42.5 -0.388 19.48 21.32 02a58813o0450c
58813.607390  13.549  0.003 13814   38 c  0 290.40 123.84708 -38.98981  5341.66  9059.35 2.69 2.38  41.6 -0.396 19.52 21.31 02a58813o0457c
58813.613430  13.567  0.003 13595   37 c  0 257.49 123.84708 -38.98981  5402.01  9136.04 2.69 2.41  43.2 -0.391 19.54 21.30 02a58813o0470c
58813.623995  13.550  0.003 13808   38 c  0 178.44 123.84708 -38.98981  5423.89  9021.48 2.77 2.43  44.9 -0.392 19.46 21.23 02a58813o0493c
58815.516849  13.315  0.003 17132   43 o  0  70.71 123.84708 -38.98981  9032.06  1099.67 3.14 2.74 -84.0 -0.355 19.26 20.96 01a58815o0732o
58815.520548  13.311  0.003 17199   43 o  0 100.75 123.84708 -38.98981  9012.71  1061.39 3.18 2.81 -75.0 -0.362 19.27 20.96 01a58815o0740o
58815.526074  13.334  0.003 16846   43 o  0  55.58 123.84708 -38.98981  9069.08  1138.42 3.53 3.02 -78.4 -0.335 19.19 20.94 01a58815o0752o
58815.535903  13.333  0.003 16860   43 o  0  91.99 123.84708 -38.98981  9088.16  1019.88 3.30 2.85 -73.7 -0.344 19.24 21.00 01a58815o0773o
58817.611301  13.570  0.003 13554   46 c  0 117.15 123.84708 -38.98981  5360.30  9092.61 2.88 2.52  41.8 -0.382 19.16 21.02 02a58817o0624c
58817.615051  13.507  0.012 14364  171 c  0   3.06 123.84708 -38.98981  5340.48  9055.68 2.89 2.49  41.1 -0.370 16.91 18.62 02a58817o0632c
58817.620595  13.595  0.035 13241  462 c  0   1.22 123.84708 -38.98981  5401.11  9133.62 2.91 2.53  41.3 -0.374 15.96 17.61 02a58817o0644c
58817.632626  13.567  0.006 13584   82 c  0  19.20 123.84708 -38.98981  5422.77  9020.60 2.91 2.55  40.2 -0.370 17.75 19.54 02a58817o0670c
58819.509736  -2.812  0.154 48408707569 7440427539 o  0   1.43 123.84708 -38.98981  5198.22  7160.39 2.45 2.13  85.4 -0.407 -2.67 -1.13 01a58819o0659o
58819.513417 -13.760  2.440 -11374 27751 o  0   0.51 123.84708 -38.98981  5178.32  7122.39 2.43 2.24  82.1 -0.424 11.38 13.08 01a58819o0667o
58821.542930  13.294  0.002 17481   42 o  0 510.43 123.84708 -38.98981  2506.15  7301.18 2.03 1.93  16.4 -0.423 19.54 20.89 02a58821o0724o
58821.546153  13.278  0.002 17728   43 o  0 594.28 123.84708 -38.98981  2522.53  7340.83 1.97 1.91  13.5 -0.434 19.57 20.91 02a58821o0731o
58821.551659  13.276  0.002 17767   43 o  0 532.44 123.84708 -38.98981  2464.57  7261.62 2.05 1.88  24.0 -0.425 19.57 20.92 02a58821o0743o
58821.563546  13.276  0.002 17771   42 o  0 965.82 123.84708 -38.98981  2442.28  7379.89 1.98 1.86 -55.3 -0.440 19.58 20.92 02a58821o0768o
58825.512177  13.292  0.003 17499   46 o  0 239.73 123.84708 -38.98981  2516.38  7301.23 2.09 2.03  22.8 -0.412 18.97 19.80 02a58825o0704o
58825.515378  13.280  0.003 17693   47 o  0 186.68 123.84708 -38.98981  2532.60  7339.08 2.18 1.99  25.2 -0.408 18.96 19.80 02a58825o0711o
58825.521356  13.269  0.002 17886   44 o  0 173.80 123.84708 -38.98981  2475.14  7261.54 2.12 1.96  26.4 -0.417 19.05 19.84 02a58825o0724o
58825.532013  13.267  0.003 17917   46 o  0 142.24 123.84708 -38.98981  2452.11  7379.75 2.23 1.96  29.1 -0.411 19.01 19.90 02a58825o0747o
58827.487087  13.317  0.003 17106   48 o  0  66.18 123.84708 -38.98981  5142.78   865.98 2.71 2.57 -75.8 -0.371 18.60 19.17 01a58827o0665o
58827.490780  13.304  0.003 17322   48 o  0  72.91 123.84708 -38.98981  5124.12   827.43 2.50 2.43 -50.2 -0.387 18.64 19.19 01a58827o0673o
58827.497189  13.307  0.003 17268   51 o  0  40.84 123.84708 -38.98981  5179.56   905.40 2.81 2.71 -89.8 -0.401 18.52 19.20 01a58827o0686o
58827.510991  13.316  0.003 17124   47 o  0 121.12 123.84708 -38.98981  5196.94   790.24 2.34 2.27 -44.3 -0.394 18.77 19.29 01a58827o0715o
58829.546081  13.289  0.003 17556   58 o  0  82.59 123.84708 -38.98981  3211.59  7221.04 2.66 1.93  35.7 -0.403 18.23 18.64 02a58829o0785o
58829.549978  13.287  0.003 17592   56 o  0  46.35 123.84708 -38.98981  7372.55  3378.72 2.44 2.01  37.4 -0.426 18.13 18.64 02a58829o0793o
58829.555474  13.264  0.003 17971   54 o  0  75.59 123.84708 -38.98981  7313.38  3301.01 2.44 1.96  31.8 -0.428 18.25 18.65 02a58829o0805o
58829.569320  13.283  0.004 17651   64 o  0  41.31 123.84708 -38.98981  3275.41  7150.06 2.56 1.89  36.6 -0.403 18.16 18.66 02a58829o0834o
58831.487456  13.336  0.006 16807   97 o  0   2.67 123.84708 -38.98981  5136.77   863.60 3.32 2.95  84.4 -0.362 17.23 17.51 01a58831o0661o
